question_id,question_key,primary_place_id,graph_id,subject_node_id,question,answers_json,answer_node_ids_json,acceptable_answers_json,question_entity_ids_json,question_type,answer_type,hop_count,relation_path_json,reasoning_edge_ids_json,evidence_ids_json,source_ids_json,template_id,fact_group_id,generation_method,difficulty,review_status,review_note
HNQ_LS_PLACE_000002_PLACE_000002_HAS_EVENT,HNQ_LS_PLACE_000002_PLACE_000002_HAS_EVENT,PLACE_000002,PLACE_000002,PLACE_000002,Những sự kiện nào được ghi nhận là gắn với Khu di tích Cổ Loa?,"[""Phát hiện kho mũi tên đồng Cầu Vực"",""Phát hiện trống đồng tại Mả Tre""]","[""EVENT_000004"",""EVENT_000005""]","[[""Phát hiện kho mũi tên đồng Cầu Vực"",""Phát hiện mũi tên đồng Cổ Loa năm 1959""],[""Phát hiện trống đồng tại Mả Tre"",""Phát hiện trống đồng Cổ Loa năm 1982""]]","[""PLACE_000002""]",list,Event,1,"[""HAS_EVENT""]","[""EDGE_000190"",""EDGE_000192""]","[""EVD_000099"",""EVD_000101""]","[""SRC_000033"",""SRC_000034""]",T_LS_HAS_EVENT,FACT_HNQ_LS_PLACE_000002_PLACE_000002_HAS_EVENT,template,easy,approved,
HNQ_2H_PLACE_000002_T_2H_COMPONENT_BUILT_BY_PERSON_000013,HNQ_2H_PLACE_000002_T_2H_COMPONENT_BUILT_BY_PERSON_000013,PLACE_000002,PLACE_000002,PLACE_000002,Hạng mục nào của Khu di tích Cổ Loa được An Dương Vương cho xây dựng?,"[""Thành Cổ Loa""]","[""ARCH_000025""]","[[""Thành Cổ Loa"",""Loa thành"",""Thành Ốc"",""Cổ Loa thành""]]","[""PLACE_000002"",""PERSON_000013""]",multi_hop,Architecture,2,"[""HAS_COMPONENT"",""BUILT_BY""]","[""EDGE_000162"",""EDGE_000182""]","[""EVD_000071"",""EVD_000091""]","[""SRC_000027""]",T_2H_COMPONENT_BUILT_BY,FACT_HNQ_2H_PLACE_000002_T_2H_COMPONENT_BUILT_BY_PERSON_000013,template,medium,approved,
HNQ_2H_PLACE_000002_T_2H_COMPONENT_BUILT_IN_TIME_000015,HNQ_2H_PLACE_000002_T_2H_COMPONENT_BUILT_IN_TIME_000015,PLACE_000002,PLACE_000002,PLACE_000002,Hạng mục nào của Khu di tích Cổ Loa được xây dựng vào Khoảng năm 208 trước Công nguyên?,"[""Thành Cổ Loa""]","[""ARCH_000025""]","[[""Thành Cổ Loa"",""Loa thành"",""Thành Ốc"",""Cổ Loa thành""]]","[""PLACE_000002"",""TIME_000015""]",multi_hop,Architecture,2,"[""HAS_COMPONENT"",""BUILT_IN""]","[""EDGE_000162"",""EDGE_000181""]","[""EVD_000071"",""EVD_000090""]","[""SRC_000027""]",T_2H_COMPONENT_BUILT_IN,FACT_HNQ_2H_PLACE_000002_T_2H_COMPONENT_BUILT_IN_TIME_000015,template,medium,approved,
HNQ_2H_PLACE_000002_T_2H_EVENT_LOCATION_all,HNQ_2H_PLACE_000002_T_2H_EVENT_LOCATION_all,PLACE_000002,PLACE_000002,PLACE_000002,Các sự kiện gắn với Khu di tích Cổ Loa được ghi nhận là diễn ra tại những đâu?,"[""Năm 1959"",""Năm 1982""]","[""TIME_000016"",""TIME_000017""]","[[""Năm 1959"",""1959""],[""Năm 1982"",""1982""]]","[""PLACE_000002""]",multi_hop,Time,2,"[""HAS_EVENT"",""OCCURRED_IN""]","[""EDGE_000190"",""EDGE_000191"",""EDGE_000192"",""EDGE_000193""]","[""EVD_000099"",""EVD_000100"",""EVD_000101"",""EVD_000102""]","[""SRC_000033"",""SRC_000034""]",T_2H_EVENT_LOCATION,FACT_HNQ_2H_PLACE_000002_T_2H_EVENT_LOCATION_all,template,medium,approved,
HNQ_1H_PLACE_000002_EDGE_000158,HNQ_1H_PLACE_000002_EDGE_000158,PLACE_000002,PLACE_000002,PLACE_000002,Khu di tích Cổ Loa nằm tại thành phố nào?,"[""Thành phố Hà Nội""]","[""ADMIN_000002""]","[[""Thành phố Hà Nội"",""Hà Nội""]]","[""PLACE_000002""]",single_hop,AdministrativeArea,1,"[""LOCATED_IN""]","[""EDGE_000158""]","[""EVD_000067""]","[""SRC_000027""]",T_1H_LOCATED_IN,FACT_HNQ_1H_PLACE_000002_EDGE_000158,template,easy,approved,
HNQ_1H_PLACE_000002_EDGE_000161,HNQ_1H_PLACE_000002_EDGE_000161,PLACE_000002,PLACE_000002,PLACE_000002,Khu di tích Cổ Loa được công nhận với danh hiệu nào?,"[""Di tích quốc gia đặc biệt""]","[""HSTATUS_000003""]","[[""Di tích quốc gia đặc biệt"",""Di tích Quốc gia đặc biệt""]]","[""PLACE_000002""]",single_hop,HeritageStatus,1,"[""RECOGNIZED_AS""]","[""EDGE_000161""]","[""EVD_000070""]","[""SRC_000037""]",T_1H_RECOGNIZED_AS,FACT_HNQ_1H_PLACE_000002_EDGE_000161,template,easy,approved,
HNQ_1H_PLACE_000002_EDGE_000181,HNQ_1H_PLACE_000002_EDGE_000181,PLACE_000002,PLACE_000002,ARCH_000025,Thành Cổ Loa được xây dựng vào thời điểm nào?,"[""Khoảng năm 208 trước Công nguyên""]","[""TIME_000015""]","[[""Khoảng năm 208 trước Công nguyên"",""Khoảng 208 TCN"",""Thế kỷ III trước Công nguyên""]]","[""ARCH_000025""]",single_hop,Time,1,"[""BUILT_IN""]","[""EDGE_000181""]","[""EVD_000090""]","[""SRC_000027""]",T_1H_BUILT_IN,FACT_HNQ_1H_PLACE_000002_EDGE_000181,template,easy,approved,
HNQ_1H_PLACE_000002_EDGE_000182,HNQ_1H_PLACE_000002_EDGE_000182,PLACE_000002,PLACE_000002,ARCH_000025,Nhân vật nào cho xây dựng Thành Cổ Loa?,"[""An Dương Vương""]","[""PERSON_000013""]","[[""An Dương Vương"",""Thục Phán"",""Vua Thục""]]","[""ARCH_000025""]",single_hop,Person,1,"[""BUILT_BY""]","[""EDGE_000182""]","[""EVD_000091""]","[""SRC_000027""]",T_1H_BUILT_BY,FACT_HNQ_1H_PLACE_000002_EDGE_000182,template,easy,approved,
HNQ_1H_PLACE_000002_EDGE_000194,HNQ_1H_PLACE_000002_EDGE_000194,PLACE_000002,PLACE_000002,HOBJ_000007,Trống đồng Cổ Loa được công nhận với danh hiệu nào?,"[""Bảo vật quốc gia""]","[""HSTATUS_000004""]","[[""Bảo vật quốc gia"",""Bảo vật Quốc gia""]]","[""HOBJ_000007""]",single_hop,HeritageStatus,1,"[""RECOGNIZED_AS""]","[""EDGE_000194""]","[""EVD_000103""]","[""SRC_000034""]",T_1H_RECOGNIZED_AS,FACT_HNQ_1H_PLACE_000002_EDGE_000194,template,easy,approved,
HNQ_1H_PLACE_000002_EDGE_000195,HNQ_1H_PLACE_000002_EDGE_000195,PLACE_000002,PLACE_000002,HOBJ_000008,Sưu tập khuôn đúc Cổ Loa được công nhận với danh hiệu nào?,"[""Bảo vật quốc gia""]","[""HSTATUS_000004""]","[[""Bảo vật quốc gia"",""Bảo vật Quốc gia""]]","[""HOBJ_000008""]",single_hop,HeritageStatus,1,"[""RECOGNIZED_AS""]","[""EDGE_000195""]","[""EVD_000104""]","[""SRC_000036""]",T_1H_RECOGNIZED_AS,FACT_HNQ_1H_PLACE_000002_EDGE_000195,template,easy,approved,
HNQ_1H_PLACE_000002_EDGE_000197,HNQ_1H_PLACE_000002_EDGE_000197,PLACE_000002,PLACE_000002,PLACE_000002,Đơn vị nào quản lý Khu di tích Cổ Loa?,"[""Trung tâm Bảo tồn Di sản Thăng Long – Hà Nội""]","[""ORG_000002""]","[[""Trung tâm Bảo tồn Di sản Thăng Long – Hà Nội"",""Trung tâm Thăng Long""]]","[""PLACE_000002""]",single_hop,Organization,1,"[""MANAGED_BY""]","[""EDGE_000197""]","[""EVD_000106""]","[""SRC_000013""]",T_1H_MANAGED_BY,FACT_HNQ_1H_PLACE_000002_EDGE_000197,template,easy,approved,
HNQ_1H_PLACE_000002_EDGE_000878,HNQ_1H_PLACE_000002_EDGE_000878,PLACE_000002,PLACE_000002,PLACE_000002,"Theo nguồn đã lưu, Khu di tích Cổ Loa có địa chỉ nào?","[""Xã Đông Anh, thành phố Hà Nội""]","[""ADDRESS_000020""]","[[""Xã Đông Anh, thành phố Hà Nội"",""Đông Anh, Hà Nội""]]","[""PLACE_000002""]",single_hop,Address,1,"[""HAS_ADDRESS""]","[""EDGE_000878""]","[""EVD_000372""]","[""SRC_000125""]",T_1H_HAS_ADDRESS,FACT_HNQ_1H_PLACE_000002_EDGE_000878,template,easy,approved,
HNQ_LS_PLACE_000003_ARCH_000053_HAS_COMPONENT,HNQ_LS_PLACE_000003_ARCH_000053_HAS_COMPONENT,PLACE_000003,PLACE_000003,ARCH_000053,"Theo dữ liệu HanoiQA, Thân tháp Cột cờ Hà Nội có những hạng mục nào?","[""Cầu thang xoắn trong thân tháp Cột cờ Hà Nội"",""Nhóm ô cửa hình hoa thị Cột cờ Hà Nội"",""Nhóm ô cửa hình rẻ quạt Cột cờ Hà Nội""]","[""ARCH_000055"",""ARCH_000059"",""ARCH_000060""]","[[""Cầu thang xoắn trong thân tháp Cột cờ Hà Nội""],[""Nhóm ô cửa hình hoa thị Cột cờ Hà Nội""],[""Nhóm ô cửa hình rẻ quạt Cột cờ Hà Nội""]]","[""ARCH_000053""]",list,Architecture,1,"[""HAS_COMPONENT""]","[""EDGE_000283"",""EDGE_000284"",""EDGE_000285""]","[""EVD_000192""]","[""SRC_000056""]",T_LS_HAS_COMPONENT,FACT_HNQ_LS_PLACE_000003_ARCH_000053_HAS_COMPONENT,template,easy,approved,
HNQ_LS_PLACE_000003_ARCH_000054_HAS_COMPONENT,HNQ_LS_PLACE_000003_ARCH_000054_HAS_COMPONENT,PLACE_000003,PLACE_000003,ARCH_000054,"Theo dữ liệu HanoiQA, Lầu vọng canh Cột cờ Hà Nội có những hạng mục nào?","[""Nhóm cửa sổ lầu vọng canh Cột cờ Hà Nội"",""Trụ tròn giữa lầu vọng canh Cột cờ Hà Nội""]","[""ARCH_000061"",""ARCH_000062""]","[[""Nhóm cửa sổ lầu vọng canh Cột cờ Hà Nội""],[""Trụ tròn giữa lầu vọng canh Cột cờ Hà Nội""]]","[""ARCH_000054""]",list,Architecture,1,"[""HAS_COMPONENT""]","[""EDGE_000286"",""EDGE_000287""]","[""EVD_000192""]","[""SRC_000056""]",T_LS_HAS_COMPONENT,FACT_HNQ_LS_PLACE_000003_ARCH_000054_HAS_COMPONENT,template,easy,approved,
HNQ_LS_PLACE_000003_PLACE_000003_HAS_COMPONENT,HNQ_LS_PLACE_000003_PLACE_000003_HAS_COMPONENT,PLACE_000003,PLACE_000003,PLACE_000003,"Theo dữ liệu HanoiQA, Cột cờ Hà Nội có những hạng mục nào?","[""Tầng đế thứ nhất Cột cờ Hà Nội"",""Tầng đế thứ hai Cột cờ Hà Nội"",""Tầng đế thứ ba Cột cờ Hà Nội"",""Thân tháp Cột cờ Hà Nội"",""Lầu vọng canh Cột cờ Hà Nội"",""Cửa Đông Nghênh Húc Cột cờ Hà Nội"",""Cửa Tây Hồi Quang Cột cờ Hà Nội"",""Cửa Nam Hướng Minh Cột cờ Hà Nội""]","[""ARCH_000050"",""ARCH_000051"",""ARCH_000052"",""ARCH_000053"",""ARCH_000054"",""ARCH_000056"",""ARCH_000057"",""ARCH_000058""]","[[""Tầng đế thứ nhất Cột cờ Hà Nội""],[""Tầng đế thứ hai Cột cờ Hà Nội""],[""Tầng đế thứ ba Cột cờ Hà Nội""],[""Thân tháp Cột cờ Hà Nội""],[""Lầu vọng canh Cột cờ Hà Nội""],[""Cửa Đông Nghênh Húc Cột cờ Hà Nội""],[""Cửa Tây Hồi Quang Cột cờ Hà Nội""],[""Cửa Nam Hướng Minh Cột cờ Hà Nội""]]","[""PLACE_000003""]",list,Architecture,1,"[""HAS_COMPONENT""]","[""EDGE_000278"",""EDGE_000279"",""EDGE_000280"",""EDGE_000281"",""EDGE_000282"",""EDGE_000288"",""EDGE_000289"",""EDGE_000290""]","[""EVD_000189"",""EVD_000193""]","[""SRC_000057""]",T_LS_HAS_COMPONENT,FACT_HNQ_LS_PLACE_000003_PLACE_000003_HAS_COMPONENT,template,easy,approved,
HNQ_2H_PLACE_000003_T_2H_COMPONENT_BUILT_WITH_MATERIAL_000003,HNQ_2H_PLACE_000003_T_2H_COMPONENT_BUILT_WITH_MATERIAL_000003,PLACE_000003,PLACE_000003,PLACE_000003,Hạng mục nào của Cột cờ Hà Nội được xây dựng bằng Gạch?,"[""Tầng đế thứ nhất Cột cờ Hà Nội"",""Tầng đế thứ hai Cột cờ Hà Nội"",""Tầng đế thứ ba Cột cờ Hà Nội""]","[""ARCH_000050"",""ARCH_000051"",""ARCH_000052""]","[[""Tầng đế thứ nhất Cột cờ Hà Nội""],[""Tầng đế thứ hai Cột cờ Hà Nội""],[""Tầng đế thứ ba Cột cờ Hà Nội""]]","[""PLACE_000003"",""MATERIAL_000003""]",multi_hop,Architecture,2,"[""HAS_COMPONENT"",""BUILT_WITH""]","[""EDGE_000278"",""EDGE_000313"",""EDGE_000279"",""EDGE_000314"",""EDGE_000280"",""EDGE_000315""]","[""EVD_000189"",""EVD_000191""]","[""SRC_000057""]",T_2H_COMPONENT_BUILT_WITH,FACT_HNQ_2H_PLACE_000003_T_2H_COMPONENT_BUILT_WITH_MATERIAL_000003,template,medium,approved,
HNQ_2H_PLACE_000003_T_2H_COMPONENT_USED_FOR_ACTIVITY_000013,HNQ_2H_PLACE_000003_T_2H_COMPONENT_USED_FOR_ACTIVITY_000013,PLACE_000003,PLACE_000003,PLACE_000003,Hạng mục nào của Cột cờ Hà Nội từng được sử dụng để Quan sát quân sự?,"[""Lầu vọng canh Cột cờ Hà Nội""]","[""ARCH_000054""]","[[""Lầu vọng canh Cột cờ Hà Nội""]]","[""PLACE_000003"",""ACTIVITY_000013""]",multi_hop,Architecture,2,"[""HAS_COMPONENT"",""USED_FOR""]","[""EDGE_000282"",""EDGE_000310""]","[""EVD_000189"",""EVD_000196""]","[""SRC_000057""]",T_2H_COMPONENT_USED_FOR,FACT_HNQ_2H_PLACE_000003_T_2H_COMPONENT_USED_FOR_ACTIVITY_000013,template,medium,approved,
HNQ_2H_PLACE_000003_T_2H_EVENT_LOCATION_all,HNQ_2H_PLACE_000003_T_2H_EVENT_LOCATION_all,PLACE_000003,PLACE_000003,PLACE_000003,Các sự kiện gắn với Cột cờ Hà Nội được ghi nhận là diễn ra tại những đâu?,"[""Ngày 10 tháng 10 năm 1954""]","[""TIME_000029""]","[[""Ngày 10 tháng 10 năm 1954"",""10/10/1954"",""1954-10-10""]]","[""PLACE_000003""]",multi_hop,Time,2,"[""HAS_EVENT"",""OCCURRED_IN""]","[""EDGE_000307"",""EDGE_000308""]","[""EVD_000195""]","[""SRC_000056""]",T_2H_EVENT_LOCATION,FACT_HNQ_2H_PLACE_000003_T_2H_EVENT_LOCATION_all,template,medium,approved,
HNQ_1H_PLACE_000003_EDGE_000095,HNQ_1H_PLACE_000003_EDGE_000095,PLACE_000003,PLACE_000003,PLACE_000003,Cột cờ Hà Nội được hoàn thành vào thời điểm nào?,"[""Năm 1812""]","[""TIME_000006""]","[[""Năm 1812"",""1812""]]","[""PLACE_000003""]",single_hop,Time,1,"[""BUILT_IN""]","[""EDGE_000095""]","[""EVD_000187""]","[""SRC_000056""]",T_1H_BUILT_IN,FACT_HNQ_1H_PLACE_000003_EDGE_000095,template,easy,approved,
HNQ_1H_PLACE_000003_EDGE_000096,HNQ_1H_PLACE_000003_EDGE_000096,PLACE_000003,PLACE_000003,PLACE_000003,Cột cờ Hà Nội được xây dựng dưới triều đại nào?,"[""Nhà Nguyễn""]","[""DYNASTY_000006""]","[[""Nhà Nguyễn"",""Triều Nguyễn""]]","[""PLACE_000003""]",single_hop,Dynasty,1,"[""BUILT_BY""]","[""EDGE_000096""]","[""EVD_000187""]","[""SRC_000056""]",T_1H_BUILT_BY,FACT_HNQ_1H_PLACE_000003_EDGE_000096,template,easy,approved,
HNQ_1H_PLACE_000003_EDGE_000291,HNQ_1H_PLACE_000003_EDGE_000291,PLACE_000003,PLACE_000003,ARCH_000050,Tầng đế thứ nhất Cột cờ Hà Nội cao bao nhiêu?,"[""3,1 m""]","[""VALUE_000015""]","[[""3,1 m""]]","[""ARCH_000050""]",single_hop,Value,1,"[""HAS_MEASUREMENT""]","[""EDGE_000291""]","[""EVD_000190""]","[""SRC_000057""]",T_1H_HAS_MEASUREMENT,FACT_HNQ_1H_PLACE_000003_EDGE_000291,template,easy,approved,
HNQ_1H_PLACE_000003_EDGE_000292,HNQ_1H_PLACE_000003_EDGE_000292,PLACE_000003,PLACE_000003,ARCH_000050,Tầng đế thứ nhất Cột cờ Hà Nội dài bao nhiêu?,"[""42,5 m""]","[""VALUE_000016""]","[[""42,5 m""]]","[""ARCH_000050""]",single_hop,Value,1,"[""HAS_MEASUREMENT""]","[""EDGE_000292""]","[""EVD_000190""]","[""SRC_000057""]",T_1H_HAS_MEASUREMENT,FACT_HNQ_1H_PLACE_000003_EDGE_000292,template,easy,approved,
HNQ_1H_PLACE_000003_EDGE_000293,HNQ_1H_PLACE_000003_EDGE_000293,PLACE_000003,PLACE_000003,ARCH_000051,Tầng đế thứ hai Cột cờ Hà Nội cao bao nhiêu?,"[""3,7 m""]","[""VALUE_000017""]","[[""3,7 m""]]","[""ARCH_000051""]",single_hop,Value,1,"[""HAS_MEASUREMENT""]","[""EDGE_000293""]","[""EVD_000190""]","[""SRC_000057""]",T_1H_HAS_MEASUREMENT,FACT_HNQ_1H_PLACE_000003_EDGE_000293,template,easy,approved,
HNQ_1H_PLACE_000003_EDGE_000294,HNQ_1H_PLACE_000003_EDGE_000294,PLACE_000003,PLACE_000003,ARCH_000051,Tầng đế thứ hai Cột cờ Hà Nội dài bao nhiêu?,"[""27 m""]","[""VALUE_000018""]","[[""27 m""]]","[""ARCH_000051""]",single_hop,Value,1,"[""HAS_MEASUREMENT""]","[""EDGE_000294""]","[""EVD_000190""]","[""SRC_000057""]",T_1H_HAS_MEASUREMENT,FACT_HNQ_1H_PLACE_000003_EDGE_000294,template,easy,approved,
HNQ_1H_PLACE_000003_EDGE_000295,HNQ_1H_PLACE_000003_EDGE_000295,PLACE_000003,PLACE_000003,ARCH_000052,Tầng đế thứ ba Cột cờ Hà Nội cao bao nhiêu?,"[""5,1 m""]","[""VALUE_000019""]","[[""5,1 m""]]","[""ARCH_000052""]",single_hop,Value,1,"[""HAS_MEASUREMENT""]","[""EDGE_000295""]","[""EVD_000190""]","[""SRC_000057""]",T_1H_HAS_MEASUREMENT,FACT_HNQ_1H_PLACE_000003_EDGE_000295,template,easy,approved,
HNQ_1H_PLACE_000003_EDGE_000296,HNQ_1H_PLACE_000003_EDGE_000296,PLACE_000003,PLACE_000003,ARCH_000052,Tầng đế thứ ba Cột cờ Hà Nội dài bao nhiêu?,"[""12,8 m""]","[""VALUE_000020""]","[[""12,8 m""]]","[""ARCH_000052""]",single_hop,Value,1,"[""HAS_MEASUREMENT""]","[""EDGE_000296""]","[""EVD_000190""]","[""SRC_000057""]",T_1H_HAS_MEASUREMENT,FACT_HNQ_1H_PLACE_000003_EDGE_000296,template,easy,approved,
HNQ_1H_PLACE_000003_EDGE_000297,HNQ_1H_PLACE_000003_EDGE_000297,PLACE_000003,PLACE_000003,ARCH_000055,Cầu thang xoắn trong thân tháp Cột cờ Hà Nội có bao nhiêu bậc?,"[""54 bậc""]","[""VALUE_000021""]","[[""54 bậc""]]","[""ARCH_000055""]",single_hop,Value,1,"[""HAS_MEASUREMENT""]","[""EDGE_000297""]","[""EVD_000192""]","[""SRC_000056""]",T_1H_HAS_MEASUREMENT,FACT_HNQ_1H_PLACE_000003_EDGE_000297,template,easy,approved,
HNQ_1H_PLACE_000003_EDGE_000298,HNQ_1H_PLACE_000003_EDGE_000298,PLACE_000003,PLACE_000003,ARCH_000059,Số ô cửa hình hoa thị trên Cột cờ Hà Nội là bao nhiêu?,"[""39 ô cửa""]","[""VALUE_000022""]","[[""39 ô cửa""]]","[""ARCH_000059""]",single_hop,Value,1,"[""HAS_MEASUREMENT""]","[""EDGE_000298""]","[""EVD_000192""]","[""SRC_000056""]",T_1H_HAS_MEASUREMENT,FACT_HNQ_1H_PLACE_000003_EDGE_000298,template,easy,approved,
HNQ_1H_PLACE_000003_EDGE_000299,HNQ_1H_PLACE_000003_EDGE_000299,PLACE_000003,PLACE_000003,ARCH_000060,Số nhóm ô cửa hình rẻ quạt trên Cột cờ Hà Nội là bao nhiêu?,"[""6 ô cửa""]","[""VALUE_000023""]","[[""6 ô cửa""]]","[""ARCH_000060""]",single_hop,Value,1,"[""HAS_MEASUREMENT""]","[""EDGE_000299""]","[""EVD_000192""]","[""SRC_000056""]",T_1H_HAS_MEASUREMENT,FACT_HNQ_1H_PLACE_000003_EDGE_000299,template,easy,approved,
HNQ_1H_PLACE_000003_EDGE_000300,HNQ_1H_PLACE_000003_EDGE_000300,PLACE_000003,PLACE_000003,ARCH_000061,Số nhóm cửa sổ lầu vọng canh trên Cột cờ Hà Nội là bao nhiêu?,"[""8 cửa sổ""]","[""VALUE_000024""]","[[""8 cửa sổ""]]","[""ARCH_000061""]",single_hop,Value,1,"[""HAS_MEASUREMENT""]","[""EDGE_000300""]","[""EVD_000192""]","[""SRC_000056""]",T_1H_HAS_MEASUREMENT,FACT_HNQ_1H_PLACE_000003_EDGE_000300,template,easy,approved,
HNQ_1H_PLACE_000003_EDGE_000301,HNQ_1H_PLACE_000003_EDGE_000301,PLACE_000003,PLACE_000003,ARCH_000054,Lầu vọng canh Cột cờ Hà Nội cao bao nhiêu?,"[""3,3 m""]","[""VALUE_000025""]","[[""3,3 m""]]","[""ARCH_000054""]",single_hop,Value,1,"[""HAS_MEASUREMENT""]","[""EDGE_000301""]","[""EVD_000192""]","[""SRC_000056""]",T_1H_HAS_MEASUREMENT,FACT_HNQ_1H_PLACE_000003_EDGE_000301,template,easy,approved,
HNQ_1H_PLACE_000003_EDGE_000302,HNQ_1H_PLACE_000003_EDGE_000302,PLACE_000003,PLACE_000003,ARCH_000062,Số đo đường kính của Trụ tròn giữa lầu vọng canh Cột cờ Hà Nội là bao nhiêu?,"[""0,4 m""]","[""VALUE_000026""]","[[""0,4 m""]]","[""ARCH_000062""]",single_hop,Value,1,"[""HAS_MEASUREMENT""]","[""EDGE_000302""]","[""EVD_000192""]","[""SRC_000056""]",T_1H_HAS_MEASUREMENT,FACT_HNQ_1H_PLACE_000003_EDGE_000302,template,easy,approved,
HNQ_1H_PLACE_000003_EDGE_000303,HNQ_1H_PLACE_000003_EDGE_000303,PLACE_000003,PLACE_000003,PLACE_000003,Cột cờ Hà Nội nằm tại vị trí nào?,"[""Đường Điện Biên Phủ""]","[""LOCATION_000002""]","[[""Đường Điện Biên Phủ"",""Phố Điện Biên Phủ""]]","[""PLACE_000003""]",single_hop,Location,1,"[""LOCATED_IN""]","[""EDGE_000303""]","[""EVD_000188""]","[""SRC_000056""]",T_1H_LOCATED_IN,FACT_HNQ_1H_PLACE_000003_EDGE_000303,template,easy,approved,
HNQ_1H_PLACE_000003_EDGE_000304,HNQ_1H_PLACE_000003_EDGE_000304,PLACE_000003,PLACE_000003,PLACE_000003,Cột cờ Hà Nội nằm tại thành phố nào?,"[""Thành phố Hà Nội""]","[""ADMIN_000002""]","[[""Thành phố Hà Nội"",""Hà Nội""]]","[""PLACE_000003""]",single_hop,AdministrativeArea,1,"[""LOCATED_IN""]","[""EDGE_000304""]","[""EVD_000188""]","[""SRC_000056""]",T_1H_LOCATED_IN,FACT_HNQ_1H_PLACE_000003_EDGE_000304,template,easy,approved,
HNQ_1H_PLACE_000003_EDGE_000305,HNQ_1H_PLACE_000003_EDGE_000305,PLACE_000003,PLACE_000003,PLACE_000003,Cột cờ Hà Nội được công nhận với danh hiệu nào?,"[""Di tích lịch sử quốc gia""]","[""HSTATUS_000005""]","[[""Di tích lịch sử quốc gia"",""Di tích cấp quốc gia"",""Di tích lịch sử Quốc gia""]]","[""PLACE_000003""]",single_hop,HeritageStatus,1,"[""RECOGNIZED_AS""]","[""EDGE_000305""]","[""EVD_000194""]","[""SRC_000058""]",T_1H_RECOGNIZED_AS,FACT_HNQ_1H_PLACE_000003_EDGE_000305,template,easy,approved,
HNQ_1H_PLACE_000003_EDGE_000306,HNQ_1H_PLACE_000003_EDGE_000306,PLACE_000003,PLACE_000003,PLACE_000003,Cột cờ Hà Nội được công nhận là Di tích quốc gia vào thời điểm nào?,"[""Năm 1989""]","[""TIME_000028""]","[[""Năm 1989"",""1989""]]","[""PLACE_000003""]",single_hop,Time,1,"[""RECOGNIZED_IN""]","[""EDGE_000306""]","[""EVD_000194""]","[""SRC_000058""]",T_1H_RECOGNIZED_IN,FACT_HNQ_1H_PLACE_000003_EDGE_000306,template,easy,approved,
HNQ_1H_PLACE_000003_EDGE_000311,HNQ_1H_PLACE_000003_EDGE_000311,PLACE_000003,PLACE_000003,PLACE_000003,Cột cờ Hà Nội được khởi công vào thời điểm nào?,"[""Năm 1805""]","[""TIME_000014""]","[[""Năm 1805"",""1805""]]","[""PLACE_000003""]",single_hop,Time,1,"[""BUILT_IN""]","[""EDGE_000311""]","[""EVD_000187""]","[""SRC_000056""]",T_1H_BUILT_IN,FACT_HNQ_1H_PLACE_000003_EDGE_000311,template,easy,approved,
HNQ_1H_PLACE_000003_EDGE_000312,HNQ_1H_PLACE_000003_EDGE_000312,PLACE_000003,PLACE_000003,PLACE_000003,Nhân vật nào cho xây dựng Cột cờ Hà Nội?,"[""Gia Long""]","[""PERSON_000004""]","[[""Gia Long"",""Nguyễn Phúc Ánh""]]","[""PLACE_000003""]",single_hop,Person,1,"[""BUILT_BY""]","[""EDGE_000312""]","[""EVD_000187""]","[""SRC_000056""]",T_1H_BUILT_BY,FACT_HNQ_1H_PLACE_000003_EDGE_000312,template,easy,approved,
HNQ_1H_PLACE_000003_EDGE_000879,HNQ_1H_PLACE_000003_EDGE_000879,PLACE_000003,PLACE_000003,PLACE_000003,"Theo nguồn đã lưu, Cột cờ Hà Nội có địa chỉ nào?","[""Số 28A đường Điện Biên Phủ, phường Ba Đình, Hà Nội""]","[""ADDRESS_000021""]","[[""Số 28A đường Điện Biên Phủ, phường Ba Đình, Hà Nội""]]","[""PLACE_000003""]",single_hop,Address,1,"[""HAS_ADDRESS""]","[""EDGE_000879""]","[""EVD_000373""]","[""SRC_000126""]",T_1H_HAS_ADDRESS,FACT_HNQ_1H_PLACE_000003_EDGE_000879,template,easy,approved,
HNQ_LS_PLACE_000004_ARCH_000014_HAS_COMPONENT,HNQ_LS_PLACE_000004_ARCH_000014_HAS_COMPONENT,PLACE_000004,PLACE_000004,ARCH_000014,"Theo dữ liệu HanoiQA, Vườn bia Tiến sĩ có những hạng mục nào?","[""Giếng Thiên Quang"",""82 bia Tiến sĩ""]","[""ARCH_000024"",""HOBJ_000005""]","[[""Giếng Thiên Quang"",""Thiên Quang Tỉnh"",""Giếng Thiên Quang Tỉnh""],[""82 bia Tiến sĩ"",""Bia Tiến sĩ triều Lê – Mạc"",""Doctoral Stelae""]]","[""ARCH_000014""]",list,Architecture|HeritageObject,1,"[""HAS_COMPONENT""]","[""EDGE_000132"",""EDGE_000133""]","[""EVD_000041"",""EVD_000042""]","[""SRC_000021""]",T_LS_HAS_COMPONENT,FACT_HNQ_LS_PLACE_000004_ARCH_000014_HAS_COMPONENT,template,easy,approved,
